Type,Family id,Family name,Target id,Target name,Subunit id,Subunit name,Target systematic name,Target abbreviated name,synonyms,HGNC id,HGNC symbol,HGNC name,Human genetic localisation,Human nucleotide RefSeq,Human protein RefSeq,Human SwissProt,Human Entrez Gene,Human Ensembl Gene
transporter,158,Na<sup>+</sup>/K<sup>+</sup>-ATPases,838,sodium/potassium-transporting ATPase subunit &beta;-2,"","","","","AMOG|ATPB2S|ATPase Na+K+ transporting beta polypeptide 2|ATPB2|Atpb-2|ATPase, Na+/K+ transporting, beta 2 polypeptide|ATPase, Naﲯ� transporting, beta 2 polypeptide|ATPase",805,ATP1B2,ATPase Na+/K+ transporting subunit beta 2,17p13.1,"","",P14415,482,ENSG00000129244
transporter,158,Na<sup>+</sup>/K<sup>+</sup>-ATPases,839,sodium/potassium-transporting ATPase subunit &beta;-3,"","","","","CD298|ATPase Na+K+ transporting beta polypeptide 3|ATPB-3|Na+/K+ -ATPase beta 3 subunit|NKAB3S|ATPase, Naﲯ� transporting, beta 3 polypeptide|ATPase",806,ATP1B3,ATPase Na+/K+ transporting subunit beta 3,3q23,"","",P54709,483,ENSG00000069849
transporter,158,Na<sup>+</sup>/K<sup>+</sup>-ATPases,3152,FXYD domain containing ion transport regulator 1,"","","","",phospholemman|PLM,4025,FXYD1,FXYD domain containing ion transport regulator 1,19q13.12,"","",O00168,5348,ENSG00000266964
transporter,158,Na<sup>+</sup>/K<sup>+</sup>-ATPases,2610,sodium/potassium-transporting ATPase subunit &gamma;,"","","","",sodium pump gamma chain|Na(+)/K(+) ATPase subunit gamma,4026,FXYD2,FXYD domain containing ion transport regulator 2,11q23.3,NM_001680,NP_001671,P54710,486,ENSG00000137731
transporter,158,Na<sup>+</sup>/K<sup>+</sup>-ATPases,3153,FXYD domain containing ion transport regulator 3,"","","","",MAT-8|PLML|MAT8,4027,FXYD3,FXYD domain containing ion transport regulator 3,19q13.12,"","",Q14802,5349,ENSG00000089356
transporter,179,Neutral amino acid transporter subfamily,939,B<sup>0</sup>AT1,"","",SLC6A19,"","B<sup>0</sup> neutral amino acid transporter|sodium-dependent neutral amino acid transporter B(0)AT1|solute carrier family 6 (neurotransmitter transporter), member 19|solute carrier family 6 member 19|solute carrier family 6 (neutral amino acid transporter), member 19|solute carrier family 6 (neurotransmitter transporter)",27960,SLC6A19,solute carrier family 6 member 19,5p15.33,"","",Q695T7,340024,ENSG00000174358
transporter,179,Neutral amino acid transporter subfamily,940,B<sup>0</sup>AT2,"","",SLC6A15,"","SBAT1|solute carrier family 6 (neurotransmitter transporter), member 15|orphan sodium- and chloride-dependent neurotransmitter transporter NTT73|orphan transporter v7-3|solute carrier family 6 (neutral amino acid transporter), member 15|solute carrier family 6 (neurotransmitter transporter)",13621,SLC6A15,solute carrier family 6 member 15,12q21.31,"","",Q9H2J7,55117,ENSG00000072041
transporter,179,Neutral amino acid transporter subfamily,941,B<sup>0</sup>AT3,"","",SLC6A18,"","XT2|XTRP2|solute carrier family 6 (neurotransmitter transporter), member 18|b(0)AT3|renal osmotic stress-induced Na-Cl organic solute cotransporter|Rosit|sodium- and chloride-dependent transporter XTRP2|X transporter protein 2|solute carrier family 6 (neutral amino acid transporter), member 18|solute carrier family 6 (neurotransmitter transporter)",26441,SLC6A18,solute carrier family 6 member 18,5p15.33,"","",Q96N87,348932,ENSG00000164363
transporter,179,Neutral amino acid transporter subfamily,942,NTT5,"","",SLC6A16,"","solute carrier family 6 (neurotransmitter transporter), member 16|solute carrier family 6",13622,SLC6A16,solute carrier family 6 member 16,19q13.33,"","",Q9GZN6,28968,ENSG00000063127
transporter,179,Neutral amino acid transporter subfamily,943,NTT4,"","",SLC6A17,"","XT1|XTRP1|solute carrier family 6 (neurotransmitter transporter), member 17|orphan sodium- and chloride-dependent neurotransmitter transporter NTT4|solute carrier family 6 (neutral amino acid transporter), member 17|solute carrier family 6 (neurotransmitter transporter)",31399,SLC6A17,solute carrier family 6 member 17,1p13.3,"","",Q9H1V8,388662,ENSG00000197106
transporter,179,Neutral amino acid transporter subfamily,944,SIT1,"","",SLC6A20,"","IMINO|sodium/imino-acid transporter 1|XT3|sodium- and chloride-dependent transporter XTRP3|solute carrier family 6 (neurotransmitter transporter), member 20|X transporter protein 3|Xtrp3s1|solute carrier family 6 (proline IMINO transporter), member 20|solute carrier family 6 (neurotransmitter transporter), member 20A|solute carrier family 6 (neurotransmitter transporter)|Slc6a20",30927,SLC6A20,solute carrier family 6 member 20,3p21.31,"","",Q9NP91,54716,ENSG00000163817
transporter,198,Organic anion transporters (OATs),1025,Organic anion transporter 1,"","",SLC22A6,OAT1,"PAH transporter|Renal organic anion transporter 1|PAHT|ROAT1|NKT|solute carrier family 22 (organic anion transporter) member 6|solute carrier family 22 (organic anion transporter), member 6|solute carrier family 22 (organic anion transporter)",10970,SLC22A6,solute carrier family 22 member 6,11q12.3,"","",Q4U2R8,9356,ENSG00000197901
transporter,198,Organic anion transporters (OATs),1026,Organic anion transporter 2,"","",SLC22A7,OAT2,"Novel liver transporter|NLT|solute carrier family 22 member 7|solute carrier family 22 (organic anion transporter), member 7|solute carrier family 22 (organic anion transporter)",10971,SLC22A7,solute carrier family 22 member 7,6p21.1,"","",Q9Y694,10864,ENSG00000137204
transporter,198,Organic anion transporters (OATs),1027,Organic anion transporter 3,"","",SLC22A8,OAT3,"OCT3|organic anion transporter 3|solute carrier family 22 member 8|solute carrier family 22 (organic anion transporter), member 8|solute carrier family 22 (organic anion transporter)",10972,SLC22A8,solute carrier family 22 member 8,11q12.3,"","",Q8TCC7,9376,ENSG00000149452
transporter,198,Organic anion transporters (OATs),1030,Organic anion transporter 4,"","",SLC22A11,"","OAT4|solute carrier family 22 (organic anion/urate transporter), member 11",18120,SLC22A11,solute carrier family 22 member 11,11q13.1,"","",Q9NSA0,55867,ENSG00000168065
transporter,198,Organic anion transporters (OATs),1028,Organic anion transporter 7,"","",SLC22A9,OAT4,"UST3|OAT7|integral membrane transport protein UST4r|solute carrier family 22 (organic anion transporter), member 9|solute carrier family 22, member 30|solute carrier family 22|UST4r",16261,SLC22A9,solute carrier family 22 member 9,11q12.3,"","",Q8IVM8,114571,ENSG00000149742
transporter,196,Organic cation transporters (OCT),1019,Organic cation transporter 1,"","",SLC22A1,OCT1,"Orct1|organic cation transporter 1|Solute carrier family 22 member 1|Lx1|solute carrier family 22 (organic cation transporter), member 1|solute carrier family 22 (organic cation transporter)",10963,SLC22A1,solute carrier family 22 member 1,6q25.3,"","",O15245,6580,ENSG00000175003
transporter,196,Organic cation transporters (OCT),1020,Organic cation transporter 2,"","",SLC22A2,OCT2,"OCT2r|organic cation transporter 2|solute carrier family 22 (organic cation transporter), member 2|Orct2|solute carrier family 22 (organic cation transporter)",10966,SLC22A2,solute carrier family 22 member 2,6q25.3,"","",O15244,6582,ENSG00000112499
transporter,196,Organic cation transporters (OCT),1021,Organic cation transporter 3,"","",SLC22A3,OCT3,"EMT|Extraneuronal monoamine transporter|organic cation transporter 3|solute carrier family 22 (organic cation transporter), member 3|Orct3|solute carrier family 22 (extraneuronal monoamine transporter), member 3|solute carrier family 22 (organic cation transporter)",10967,SLC22A3,solute carrier family 22 member 3,6q25.3,"","",O75751,6581,ENSG00000146477
transporter,197,Organic zwitterions/cation transporters (OCTN),1022,Organic cation/carnitine transporter 1,"","",SLC22A4,OCTN1,"Ergothioneine transporter|ET|solute carrier family 22 (organic cation/ergothioneine transporter), member 4|solute carrier family 22 (organic cation transporter), member 4|solute carrier family 22 (organic cation/zwitterion transporter), member 4|solute carrier family 22 (organic cation transporter)",10968,SLC22A4,solute carrier family 22 member 4,5q31.1,"","",Q9H015,6583,ENSG00000197208
transporter,197,Organic zwitterions/cation transporters (OCTN),1023,Organic cation/carnitine transporter 2,"","",SLC22A5,OCTN2,"CT1|High-affinity sodium-dependent carnitine cotransporter|CDSP|SCD|high-affinity carnitine transporter|solute carrier family 22 (organic cation transporter) member 5|UST2r|solute carrier family 22 (organic cation/carnitine transporter), member 5|solute carrier family 22 (organic cation transporter)",10969,SLC22A5,solute carrier family 22 member 5,5q31.1,"","",O76082,6584,ENSG00000197375
transporter,197,Organic zwitterions/cation transporters (OCTN),1024,Carnitine transporter 2,"","",SLC22A16,CT2,"Fly-like putative transporter 2|OCT6|organic cation transporter OKB1|Organic cation/carnitine transporter 6|OAT6|solute carrier family 22 (organic cation transporter), member 16|FLIPT2|solute carrier family 22 (organic cation/carnitine transporter), member 16|solute carrier family 22 (organic cation transporter)",20302,SLC22A16,solute carrier family 22 member 16,6q21,"","",Q86VW1,85413,ENSG00000004809
transporter,200,Orphan or poorly characterized SLC22 family members,1032,Organic anion transporter 10,"","",SLC22A13,OAT10,"OCTL1|OCTL3|ORCTL3|organic cationic transporter-like 3|solute carrier family 22 (organic anion transporter), member 13|solute carrier family 22 (organic anion/urate transporter), member 13|solute carrier family 22 (organic cation transporter)",8494,SLC22A13,solute carrier family 22 member 13,3p22.2,"","",Q9Y226,9390,ENSG00000172940
transporter,200,Orphan or poorly characterized SLC22 family members,1033,Organic cation transporter-like 2,"","",SLC22A14,OCTL2,"ORCTL4|solute carrier family 22|solute carrier family 22 (organic cation transporter)|solute carrier family 22 (organic cation transporter), member 14",8495,SLC22A14,solute carrier family 22 member 14,3p22.2,"","",Q9Y267,9389,ENSG00000144671
transporter,200,Orphan or poorly characterized SLC22 family members,1034,Fly-like putative transporter 1,"","",SLC22A15,FLIPT1,"solute carrier family 22 (organic cation transporter), member 15|solute carrier family 22|solute carrier family 22 (organic anion/cation transporter), member 15|solute carrier family 22 (organic anion/cation transporter)",20301,SLC22A15,solute carrier family 22 member 15,1p13.1,"","",Q8IZD6,55356,ENSG00000163393
transporter,200,Orphan or poorly characterized SLC22 family members,1035,Brain-type organic cation transporter,"","",SLC22A17,BOIT,"BOCT|NGALR|neutrophil gelatinase-associated lipocalin receptor|brain-specific organic ion transporter|lipocalin-2 receptor|solute carrier family 22 (organic cation transporter), member 17|solute carrier family 22|solute carrier family 22 (organic cation transporter)",23095,SLC22A17,solute carrier family 22 member 17,14q11.2,"","",Q8WUG5,51310,ENSG00000092096
transporter,200,Orphan or poorly characterized SLC22 family members,1029,Organic anion transporter 5,"","",SLC22A10,OAT5,"solute carrier family 22 (organic anion/cation transporter), member 10|solute carrier family 22, member 10|solute carrier family 22 member 10",18057,SLC22A10,solute carrier family 22 member 10 (gene/pseudogene),11q12.3,"","",Q63ZE4,387775,ENSG00000184999
transporter,200,Orphan or poorly characterized SLC22 family members,1036,Organic cation transporter-like 2,"","",SLC22A18,ORCTL2,"Beckwith-Wiedemann syndrome chromosomal region 1 candidate gene A protein |Imprinted multi-membrane spanning polyspecific transporter-related protein 1|tumor-suppressing subchromosomal transferable fragment candidate gene 5 protein|BWSCR1A|IMPT1|SLC22A1L|TSSC5|solute carrier family 22 (organic cation transporter), member 18|solute carrier family 22|solute carrier family 22 (organic cation transporter)|SLC22A18",10964,SLC67A1,solute carrier family 67 member 1,11p15.4,"","",Q96BI1,5002,ENSG00000110628
transporter,200,Orphan or poorly characterized SLC22 family members,1037,OAT6,"","",SLC22A20,"","solute carrier family 22 (organic anion transporter), member 20|solute carrier family 22, member 20|solute carrier family 22|SLC22A20|solute carrier family 22 (organic anion transporter)",29867,SLC22A20P,"solute carrier family 22 member 20, pseudogene",11q13.1,"","",A6NK97,440044,ENSG00000197847
transporter,200,Orphan or poorly characterized SLC22 family members,1038,SLC22A23,"","",SLC22A23,"","Nritp|solute carrier family 22 member 23|solute carrier family 22, member 23|solute carrier family 22",21106,SLC22A23,solute carrier family 22 member 23,6p25.2,"","",A1A5C7,63027,ENSG00000137266
transporter,200,Orphan or poorly characterized SLC22 family members,1039,SLC22A24,"","",SLC22A24,"","NET46|solute carrier family 22, member 24",28542,SLC22A24,solute carrier family 22 member 24,11q12.3,"","",Q8N4F4,283238,ENSG00000197658
transporter,200,Orphan or poorly characterized SLC22 family members,1040,UST6,"","",SLC22A25,"","HIMTP|Oat5|organic anion transporter 5|Slc22a19|solute carrier family 22 (organic anion transporter), member 19|solute carrier family 22 (organic anion/cation transporter), member 9|solute carrier family 22 member 10|solute carrier family 22, member 25|solute carrier family 22, member 24|solute carrier family 22|solute carrier family 22 (organic anion transporter)|Slc22a24",32935,SLC22A25,solute carrier family 22 member 25,11q12.3,"","",Q6T423,387601,ENSG00000196600
transporter,200,Orphan or poorly characterized SLC22 family members,2557,solute carrier family 22 member 31,"","",SLC22A31,"","solute carrier family 22, member 31",27091,SLC22A31,solute carrier family 22 member 31,16q24.3,"","",A6NKX4,146429,ENSG00000259803
transporter,227,Orphan SLC38 transporters,1174,Probable sodium-coupled neutral amino acid transporter 6,"","",SLC38A6,SNAT6,"NAT-1|Na+-dependent neutral amino acid transporter|N-system amino acid transporter 1|solute carrier family 38, member 6|solute carrier family 38",19863,SLC38A6,solute carrier family 38 member 6,14q23.1,"","",Q8IZM9,145389,ENSG00000139974
transporter,227,Orphan SLC38 transporters,1175,Putative sodium-coupled neutral amino acid transporter 7,"","",SLC38A7,SNAT7,"solute carrier family 38, member 7|solute carrier family 38",25582,SLC38A7,solute carrier family 38 member 7,16q21,"","",Q9NVC3,55238,ENSG00000103042
transporter,227,Orphan SLC38 transporters,1176,Putative sodium-coupled neutral amino acid transporter 8,"","",SLC38A8,"","solute carrier family 38, member 8|solute carrier family 38",32434,SLC38A8,solute carrier family 38 member 8,16q23.3,"","",A6NNN8,146167,ENSG00000166558
transporter,227,Orphan SLC38 transporters,1177,Putative sodium-coupled neutral amino acid transporter 9,"","",SLC38A9,"","solute carrier family 38, member 9|solute carrier family 38",26907,SLC38A9,solute carrier family 38 member 9,5q11.2,"","",Q8NBW4,153129,ENSG00000177058
transporter,227,Orphan SLC38 transporters,1178,Putative sodium-coupled neutral amino acid transporter 10,"","",SLC38A10,PP1744,"solute carrier family 38, member 10|solute carrier family 38",28237,SLC38A10,solute carrier family 38 member 10,17q25.3,"","",Q9HBR0,124565,ENSG00000157637
transporter,227,Orphan SLC38 transporters,1179,Putative sodium-coupled neutral amino acid transporter 11,"","",SLC38A11,AVT2,"AVT2|solute carrier family 38, member 11|solute carrier family 38",26836,SLC38A11,solute carrier family 38 member 11,2q24.3,"","",Q08AI6,151258,ENSG00000169507
transporter,213,Other SLC26 anion exchangers,1104,Prestin,"","",SLC26A5,"","DFNB61|PRES|deafness, neurosensory, autosomal recessive, 61|solute carrier family 26 member 5|solute carrier family 26 (anion exchanger), member 5|solute carrier family 26",9359,SLC26A5,solute carrier family 26 member 5,7q22.1,"","",P58743,375611,ENSG00000170615
transporter,213,Other SLC26 anion exchangers,1105,Tat1,"","",SLC26A8,"","solute carrier family 26, member 8|testis anion transporter 1|solute carrier family 26 (anion exchanger), member 8|solute carrier family 26",14468,SLC26A8,solute carrier family 26 member 8,6p21.31,"","",Q96RN1,116369,ENSG00000112053
transporter,213,Other SLC26 anion exchangers,1106,SLC26A10,"","",SLC26A10,"",solute carrier family 26 member 10|solute carrier family 26,14470,SLC26A10P,"solute carrier family 26 member 10, pseudogene",12q13.3,"","",Q8NG04,65012,ENSG00000135502
transporter,213,Other SLC26 anion exchangers,1107,KBAT,"","",SLC26A11,"","sodium-independent sulfate anion transporter|solute carrier family 26, member 11|solute carrier family 26 (anion exchanger), member 11|solute carrier family 26",14471,SLC26A11,solute carrier family 26 member 11,17q25.3,"","",Q86WA9,284129,ENSG00000181045
transporter,161,P1B P-type ATPases: Cu<sup>+</sup>-ATPases,852,ATP7A,"","","","","copper pump 1|Copper-transporting ATPase 1|Menkes disease-associated protein|ATPase Cu++ transporting alpha polypeptide (Menkes syndrome)|ATPase, Cu� transporting, alpha polypeptide|ATPase",869,ATP7A,ATPase copper transporting alpha,Xq21.1,"","",Q04656,538,ENSG00000165240
transporter,161,P1B P-type ATPases: Cu<sup>+</sup>-ATPases,853,ATP7B,"","","","","Atp7a|ATPase|ATPase, Cu<sup>2+</sup> transporting, beta polypeptide|ATPase, Cu++ transporting, beta polypeptide|ATPase, Cu++ transporting, beta polypeptide (Wilson disease)|copper pump 2|Copper-transporting ATPase 2|Hts|PINA|pineal night-specific ATPase|Wilson disease-associated protein",870,ATP7B,ATPase copper transporting beta,13q14.3,"","",P35670,540,ENSG00000123191
transporter,159,P2A P-type ATPases: Ca<sup>2+</sup>-ATPases,840,SERCA1,"","","","","ATP2A|ATPase|ATPase, Ca<sup>2+</sup> transporting, cardiac muscle, fast twitch 1|ATPase, Ca++ transporting, cardiac muscle, fast twitch 1|calcium pump 1|endoplasmic reticulum class 1/2 Ca(2+) ATPase|Sarcoplasmic/endoplasmic reticulum calcium ATPase 1|SR Ca(2+)-ATPase 1",811,ATP2A1,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1,16p11.2,"","",O14983,487,ENSG00000196296
transporter,159,P2A P-type ATPases: Ca<sup>2+</sup>-ATPases,841,SERCA2,"","","","","ATP2B|ATPase|ATPase, Ca<sup>2+</sup> transporting, cardiac muscle, slow twitch 2|ATPase, Ca++ transporting, cardiac muscle, slow twitch 2 |ATPase, Ca++ transporting, cardiac muscle, slow twitch 2|calcium pump 2|DAR|endoplasmic reticulum class 1/2 Ca(2+) ATPase|sarco/endoplasmic reticulum Ca2+-ATPase 2|sarco(endo)plasmic reticulum Ca(2+)-dependent ATPase 2|Sarcoplasmic/endoplasmic reticulum calcium ATPase 2|SERCA2B|SercaII|SR Ca(2+)-ATPase 2",812,ATP2A2,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2,12q24.11,"","",P16615,488,ENSG00000174437
transporter,159,P2A P-type ATPases: Ca<sup>2+</sup>-ATPases,842,SERCA3,"","","","","ATPase|ATPase, Ca<sup>2+</sup> transporting, ubiquitous|ATPase, Ca++ transporting, ubiquitous|calcium pump 3|Sarcoplasmic/endoplasmic reticulum calcium ATPase 3|SR Ca(2+)-ATPase 3",813,ATP2A3,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3,17p13.2,"","",Q93084,489,ENSG00000074370
transporter,1045,P2B P-type ATPases: Ca<sup>2+</sup>-ATPases,843,PMCA1,"","","","","Plasma membrane calcium ATPase isoform 1|plasma membrane calcium-transporting ATPase 1|ATPase, Ca++ transporting, plasma membrane 1|plasma membrane calcium pump|Pmca1a|Pmca1b|Pmca1c|ATPase, Ca� transporting, plasma membrane 1|ATPase",814,ATP2B1,ATPase plasma membrane Ca2+ transporting 1,12q21.33,"","",P20020,490,ENSG00000070961
transporter,1045,P2B P-type ATPases: Ca<sup>2+</sup>-ATPases,844,PMCA2,"","","","","Plasma membrane calcium ATPase isoform 2|plasma membrane Ca2+ pump 2|plasma membrane calcium-transporting ATPase 2|plasma membrane Ca++-ATPase|ATPase isoform 2 Na+K+ transporting beta polypeptide 2|ATPase, Ca++ transporting, plasma membrane 2|jog|Tmy|wms|ATPase, Ca� transporting, plasma membrane 2|ATPase",815,ATP2B2,ATPase plasma membrane Ca2+ transporting 2,3p25.3,"","",Q01814,491,ENSG00000157087
transporter,1045,P2B P-type ATPases: Ca<sup>2+</sup>-ATPases,845,PMCA3,"","","","","Plasma membrane calcium ATPase isoform 3|plasma membrane calcium-transporting ATPase 3|ATPase, Ca++ transporting, plasma membrane 3|ATPase, Ca� transporting, plasma membrane 3|ATPase",816,ATP2B3,ATPase plasma membrane Ca2+ transporting 3,Xq28,"","",Q16720,492,ENSG00000067842
transporter,1045,P2B P-type ATPases: Ca<sup>2+</sup>-ATPases,846,PMCA4,"","","","","matrix-remodeling-associated protein 1|Plasma membrane calcium ATPase isoform 4|ATP2B2|MXRA1|plasma membrane calcium-transporting ATPase 4|ATPase, Ca++ transporting, plasma membrane 4|plasma membrane Ca2+-ATPases 4|ATPase, Ca� transporting, plasma membrane 4|ATPase",817,ATP2B4,ATPase plasma membrane Ca2+ transporting 4,1q32.1,"","",P23634,493,ENSG00000058668
transporter,1045,P2B P-type ATPases: Ca<sup>2+</sup>-ATPases,847,SPCA1,"","","","","ATPase 2C1|ATP-dependent Ca<sup>2+</sup> pump PMR1|ATP2C1A|BCPM|PMR1|benign chronic pemphigus (Hailey-Hailey disease)|secretory pathway Ca2+/Mn2+ ATPase 1|ATPase, Ca++ transporting, type 2C, member 1|ATPase, Ca++-sequestering|calcium-transporting ATPase 2C1|SPCA|ATPase, Ca� transporting, type 2C, member 1|ATPase",13211,ATP2C1,ATPase secretory pathway Ca2+ transporting 1,3q22.1,"","",P98194,27032,ENSG00000017260
transporter,1045,P2B P-type ATPases: Ca<sup>2+</sup>-ATPases,848,SPCA2,"","","","","ATPase 2C2|secretory pathway Ca<sup>2+</sup>-ATPase 2|ATPase, Ca++ transporting, type 2C, member 2|calcium-transporting ATPase 2C2|ATPase, Ca� transporting, type 2C, member 2|ATPase",29103,ATP2C2,ATPase secretory pathway Ca2+ transporting 2,16q24.1,"","",O75185,9914,ENSG00000064270
transporter,162,P4 P-type ATPases: Phospholipid-transporting ATPases,854,Phospholipid-transporting ATPase IA,"","","",ATP8A1,"chromaffin granule ATPase II|ATPIA|ATPase, aminophospholipid transporter (APLT), Class I, type 8A, member 1|Atp3a2|ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1|ATPase",13531,ATP8A1,ATPase phospholipid transporting 8A1,4p13,"","",Q9Y2Q0,10396,ENSG00000124406
transporter,162,P4 P-type ATPases: Phospholipid-transporting ATPases,855,Phospholipid-transporting ATPase IB,"","","",ATP8A2,"ML-1|ATPIB|ATPase, aminophospholipid transporter-like, Class I, type 8A, member 2|ATPase, aminophospholipid transporter, class I, type 8A, member 2|ATPase, aminophospholipid transporter-like, class I, type 8A, member 2|ATPase",13533,ATP8A2,ATPase phospholipid transporting 8A2,13q12.13,"","",Q9NTI2,51761,ENSG00000132932
transporter,162,P4 P-type ATPases: Phospholipid-transporting ATPases,856,Phospholipid-transporting ATPase IC,"","","",ATP8B1,"ATPIC|BRIC|PFIC|PFIC1|ATPase, Class I, type 8B, member 1|ATPase, aminophospholipid transporter, class I, type 8B, member 1|ATPase, class I, type 8B, member 1|ATPase",3706,ATP8B1,ATPase phospholipid transporting 8B1,18q21.31,"","",O43520,5205,ENSG00000081923
transporter,162,P4 P-type ATPases: Phospholipid-transporting ATPases,857,Phospholipid-transporting ATPase ID,"","","",ATP8B2,"ATPID|ATPase, class I, type 8B, member 2|ATPase, aminophospholipid transporter, class I, type 8B, member 2|ATPase",13534,ATP8B2,ATPase phospholipid transporting 8B2,1q21.3,"","",P98198,57198,ENSG00000143515
transporter,162,P4 P-type ATPases: Phospholipid-transporting ATPases,858,Phospholipid-transporting ATPase IK,"","","",ATP8B3,"ATPIK|aminophospholipid translocase ATP8B3|ATPase, aminophospholipid transporter, class I, type 8B, member 3|SAPLT|ATPase, class I, type 8B, member 3|ATPase",13535,ATP8B3,ATPase phospholipid transporting 8B3,19p13.3,"","",O60423,148229,ENSG00000130270
transporter,162,P4 P-type ATPases: Phospholipid-transporting ATPases,859,Probable phospholipid-transporting ATPase IM,"","","",ATP8B4,"ATPIM|ATPase, Class I, type 8B, member 4|ATPase, class I, type 8B, member 4|ATPase",13536,ATP8B4,ATPase phospholipid transporting 8B4 (putative),15q21.2,"","",Q8TF62,79895,ENSG00000104043
transporter,162,P4 P-type ATPases: Phospholipid-transporting ATPases,860,Probable phospholipid-transporting ATPase IIA,"","","",ATP9A,"ATPase IIA|ATPIIA|ATPase, Class II, type 9A|ATPase, class II, type 9A|ATPase",13540,ATP9A,ATPase phospholipid transporting 9A (putative),20q13.2,"","",O75110,10079,ENSG00000054793
transporter,162,P4 P-type ATPases: Phospholipid-transporting ATPases,861,Probable phospholipid-transporting ATPase IIB,"","","",ATP9B,"ATPase class II type 9B|ATPIIB|ATPase, class II, type 9B|ATPase",13541,ATP9B,ATPase phospholipid transporting 9B (putative),18q23,"","",O43861,374868,ENSG00000166377
transporter,162,P4 P-type ATPases: Phospholipid-transporting ATPases,862,Probable phospholipid-transporting ATPase VA,"","","",ATP10A,"aminophospholipid translocase VA|ATP10C|ATPase class V type 10A|ATPVA|ATPVC|ATPase, Class V, type 10C|ATPase, class V, type 10A|ATPase",13542,ATP10A,ATPase phospholipid transporting 10A (putative),15q12,"","",O60312,57194,ENSG00000206190
transporter,162,P4 P-type ATPases: Phospholipid-transporting ATPases,863,Probable phospholipid-transporting ATPase VB,"","","",ATP10B,"ATPase class V type 10B|ATPVB|ATPase, class V, type 10B|ATPase|ATPase phospholipid transporting 10B (putative)",13543,ATP10B,ATPase phospholipid transporting 10B (putative),5q34,"","",O94823,23120,ENSG00000118322
transporter,162,P4 P-type ATPases: Phospholipid-transporting ATPases,864,Probable phospholipid-transporting ATPase VD,"","","",ATP10D,"ATPase class V type 10D|ATPVD|ATPase, class V, type 10D|ATPase",13549,ATP10D,ATPase phospholipid transporting 10D (putative),4p12,"","",Q9P241,57205,ENSG00000145246
transporter,162,P4 P-type ATPases: Phospholipid-transporting ATPases,865,Probable phospholipid-transporting ATPase IH,"","","",ATP11A,"ATPase class VI type 11A|ATPase IS|ATPIH|ATPIS|phospholipid-translocating ATPase|UA20 protein-like|ATPase, class VI, type 11A|ATPase",13552,ATP11A,ATPase phospholipid transporting 11A,13q34,"","",P98196,23250,ENSG00000068650
transporter,162,P4 P-type ATPases: Phospholipid-transporting ATPases,866,Probable phospholipid-transporting ATPase IF,"","","",ATP11B,"ATPase class VI type 11B|ATPase IR|ATPIF|ATPIR|ATPase, class VI, type 11B|ATPase",13553,ATP11B,ATPase phospholipid transporting 11B (putative),3q26.33,"","",Q9Y2G3,23200,ENSG00000058063
transporter,162,P4 P-type ATPases: Phospholipid-transporting ATPases,867,Phospholipid-transporting ATPase IG,"","","",ATP11C,"ATPase class VI type 11C|ATPase IG|ATPase IQ|ATPIG|ATPIQ|Atp11c-ps1|Atp11c|ATPase, class VI, type 11C|ATPase|ATPase phospholipid transporting 11C",13554,ATP11C,ATPase phospholipid transporting 11C (ATP11C blood group),Xq27.1,"","",Q8NB49,286410,ENSG00000101974
transporter,162,P4 P-type ATPases: Phospholipid-transporting ATPases,3154,transmembrane protein 30A,"","","","",CDC50A|cell cycle control protein 50A,16667,TMEM30A,transmembrane protein 30A,6q14.1,"","",Q9NV96,55754,ENSG00000112697
transporter,1046,P5 P-type ATPases: Mn<sup>2+</sup>-ATPases,3155,ATPase 13A1,"","","","",manganese-transporting ATPase 13A1,24215,ATP13A1,ATPase 13A1,19p13.11,"","",Q9HD20,57130,ENSG00000105726
transporter,1046,P5 P-type ATPases: Mn<sup>2+</sup>-ATPases,3156,ATPase cation transporting 13A2,"","","","",ATPase type 13A2|CLN12|PARK9|Parkinson disease (autosomal recessive) 9 (Kufor-Rakeb syndrome),30213,ATP13A2,ATPase cation transporting 13A2,1p36.13,"","",Q9NQ11,23400,ENSG00000159363
transporter,1046,P5 P-type ATPases: Mn<sup>2+</sup>-ATPases,3157,ATPase 13A3,"","","","",AFURS1|ATPase family homolog up regulated in senescence cells,24113,ATP13A3,ATPase 13A3,3q29,"","",Q9H7F0,79572,ENSG00000133657
transporter,1046,P5 P-type ATPases: Mn<sup>2+</sup>-ATPases,3158,ATPase 13A4,"","","","","",25422,ATP13A4,ATPase 13A4,3q29,"","",Q4VNC1,84239,ENSG00000127249
transporter,1046,P5 P-type ATPases: Mn<sup>2+</sup>-ATPases,3159,ATPase 13A5,"","","","","",31789,ATP13A5,ATPase 13A5,3q29,"","",Q4VNC0,344905,ENSG00000187527
