Fact,ProvenanceLeft,ProvenanceRight,Rule
partOf(911|other_protein),"receptor(other_protein|911|Transthyretin|2851|transthyretin||||TTR|carpal tunnel syndrome 1|CTS1|PALB|prealbumin, amyloidosis type I|12405|TTR|transthyretin|18q12.1|NM_000371|NP_000362|P02766|7276|ENSG00000118271)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(912|enzyme),receptor(enzyme|912|1.4.3.13 Lysyl oxidases|3097|lysyl oxidase|||||protein-lysine 6-oxidase|6664|LOX|lysyl oxidase|5q23.1|NM_002317|NP_002308|P28300|4015|ENSG00000113083),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(913|enzyme),"receptor(enzyme|913|1-phosphatidylinositol-3-phosphate 5-kinase family|2857|phosphoinositide kinase, FYVE-type zinc finger containing|||||FAB1|phosphatidylinositol-3-phosphate/phosphatidylinositol 5-kinase, type III|PIP5K3|zinc finger, FYVE domain containing 29|phosphoinositide kinase, FYVE finger containing|phosphoinositide kinase|phosphoinositide kinase, FYVE type zinc finger containing|23785|PIKFYVE|phosphoinositide kinase, FYVE-type zinc finger containing|2q34|NM_015040|NP_055855|Q9Y2I7|200576|ENSG00000115020)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(914|other_protein),receptor(other_protein|914|Notch receptors|2861|notch receptor 1|||||notch 1|Notch (Drosophila) homolog 1 (translocation-associated)|TAN1|7881|NOTCH1|notch receptor 1|9q34.3|NM_017617|NP_060087|P46531|4851|ENSG00000148400),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(915|other_protein),receptor(other_protein|915|EF-hand domain containing proteins|2871|nucleobindin 1|||||NUCB1|8043|NUCB1|nucleobindin 1|19q13.33|||Q02818|4924|ENSG00000104805),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(916|other_protein),receptor(other_protein|916|Circadian clock proteins|2876|cryptochrome circadian regulator 1|||||cryptochrome 1 (photolyase-like)|cryptochrome circadian clock 1|PHLL1|2384|CRY1|cryptochrome circadian regulator 1|12q23.3|NM_004075|NP_004066|Q16526|1407|ENSG00000008405),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(917|enzyme),"receptor(enzyme|917|S33: Prolyl aminopeptidase|2626|lipase, gastric|||||gastric triacylglycerol lipase|HGL|HLAL|lipase F|lipase F, gastric type|lipase|6622|LIPF|lipase F, gastric type|10q23.31|NM_001198829|NP_001185758|P07098|8513|ENSG00000182333)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(918|enzyme),"receptor(enzyme|918|3.5.3.15 Peptidyl arginine deiminases (PADI)|2894|peptidyl arginine deiminase 1|||||PDI|PDI1|HPAD10|PAD1|peptidyl arginine deiminase, type I|peptidyl arginine deiminase|18367|PADI1|peptidyl arginine deiminase 1|1p36.13|NM_013358|NP_037490|Q9ULC6|29943|ENSG00000142623)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(919|other_protein),receptor(other_protein|919|Mitochondrial-associated proteins|2879|Translocator protein|||||Mitochondrial benzodiazepine receptor|Peripheral-type benzodiazepine receptor|translocator protein (18kDa)|1158|TSPO|translocator protein|22q13.2|||P30536||ENSG00000100300),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(920|enzyme),receptor(enzyme|920|Nucleoside synthesis and metabolism|2603|dihydrofolate reductase||||DHFR||2861|DHFR|dihydrofolate reductase|5q14.1|NM_000791|NP_000782|P00374|1719|ENSG00000228716),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(921|other_protein),"receptor(other_protein|921|Myosin binding proteins|2880|myosin binding protein C3|||||myosin binding protein C, cardiac|7551|MYBPC3|myosin binding protein C3|11p11.2|NM_000256|NP_000247|Q14896|4607|ENSG00000134571)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(922|enzyme),"receptor(enzyme|922|1.1.1.42 Isocitrate dehydrogenases|2884|isocitrate dehydrogenase (NADP(+)) 1|||IDH1||isocitrate dehydrogenase 1 (NADP)|isocitrate dehydrogenase 1 (NADP+)|isocitrate dehydrogenase 1 (NADP+), soluble|isocitrate dehydrogenase (NADP(+)) 1, cytosolic|isocitrate dehydrogenase [NADP] cytoplasmic|5382|IDH1|isocitrate dehydrogenase (NADP(+)) 1|2q34|NM_005896|NP_005887|O75874|3417|ENSG00000138413)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(923|enzyme),receptor(enzyme|923|1.14.13.9 Kynurenine 3-monooxygenase|2886|kynurenine 3-monooxygenase|||||kynurenine 3-hydroxylase|kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)|6381|KMO|kynurenine 3-monooxygenase|1q43|NM_003679|NP_003670|O15229|8564|ENSG00000117009),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(924|other_protein),receptor(other_protein|924|Lymphocyte antigens|3306|lymphocyte antigen 75||||CD205|CD205|DEC-205|LY75|6729|LY75|lymphocyte antigen 75|2q24.2|||O60449|4065|ENSG00000054219),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(925|enzyme),receptor(enzyme|925|3.5.1.2 Glutaminases|2891|glutaminase|||||GLS1|glutaminase 1|GAC|L-glutamine amidohydrolase|glutaminase kidney isoform|K-glutaminase|Gls|4331|GLS|glutaminase|2q32.2|NM_014905|NM_001256310|NP_055720|NP_001243239|O94925|2744|ENSG00000115419),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(926|enzyme),"receptor(enzyme|926|2.6.1.42 Branched-chain-amino-acid transaminase|3210|branched chain amino acid transaminase 1|||||BCATc|branched chain aminotransferase 1, cytosolic|976|BCAT1|branched chain amino acid transaminase 1|12p12.1|||P54687|586|ENSG00000060982)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(928|enzyme),receptor(enzyme|928|LPA synthesis|2901|autotaxin|||||ATX|PDNP2|PD-IALPHA|lysoPLD|3357|ENPP2|ectonucleotide pyrophosphatase/phosphodiesterase 2|8q24.12|NM_006209|NM_001040092|NM_001130863|NP_006200|NP_001035181|NP_001124335|Q13822|5168|ENSG00000136960),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(929|other_protein),receptor(other_protein|929|Other pattern recognition receptors|2902|stimulator of interferon response cGAMP interactor 1||||STING|Tmem173|NET23|STimulator of INterferon Genes|STING|TMEM173|transmembrane protein 173|27962|STING1|stimulator of interferon response cGAMP interactor 1|5q31.2|NM_198282|NP_938023|Q86WV6|340061|ENSG00000184584),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(930|other_protein),receptor(other_protein|930|Claudins|2903|claudin 18|||||surfactant associated protein J|SFTPJ|2039|CLDN18|claudin 18|3q22.3|NM_016369|NM_001002026|NP_057453|NP_001002026|P56856|P56856-2|51208|ENSG00000066405),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(931|enzyme),"receptor(enzyme|931|C101: OTULIN peptidase|2910|otulin|||||gumby|Fam105b|family with sequence similarity 105, member B|25118|OTULIN|OTU deubiquitinase with linear linkage specificity|5p15.2|NM_138348|NP_612357|Q96BN8|90268|ENSG00000154124)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(932|other_protein),receptor(other_protein|932|Repulsive guidance molecules|2911|repulsive guidance molecule BMP co-receptor a|||||repulsive guidance molecule family member a|repulsive guidance molecule family member A|30308|RGMA|repulsive guidance molecule BMP co-receptor a|15q26.1|NM_001166283|NP_001159755|Q96B86|56963|ENSG00000182175),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(933|enzyme),receptor(enzyme|933|AAA ATPases|3273|caseinolytic mitochondrial matrix peptidase proteolytic subunit||||||2084|CLPP|caseinolytic mitochondrial matrix peptidase proteolytic subunit|19p13.3|||Q16740|8192|ENSG00000125656),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(934|other_protein),receptor(other_protein|934|Leucine-rich repeat proteins|2913|leucine rich repeat containing 32||||GARP|glycoprotein A repetitions predominant|4161|LRRC32|leucine rich repeat containing 32|11q13.5|NM_001128922|NM_005512|NP_005503|Q14392|2615|ENSG00000137507),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(935|enzyme),"receptor(enzyme|935|G-alpha family G(q) subfamily|2914|G protein subunit alpha q|||||Guanine nucleotide-binding protein G(q) subunit alpha|guanine nucleotide binding protein (G protein), q polypeptide|G-alpha-q|G&alpha;q|guanine nucleotide binding protein, alpha q polypeptide|guanine nucleotide binding protein|4390|GNAQ|G protein subunit alpha q|9q21.2||NP_002063|P50148|2776|ENSG00000156052)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(937|enzyme),"receptor(enzyme|937|GRK4 subfamily|1468|G protein-coupled receptor kinase 4||||GRK4|GPRK2L|G protein-coupled receptor kinase 2, groucho gene related|GPRK4|4543|GRK4|G protein-coupled receptor kinase 4|4p16.3|NM_001004056|NP_001004056|P32298|2868|ENSG00000125388)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(938|enzyme),"receptor(enzyme|938|RAB subfamily|2916|RAB27A, member RAS oncogene family|||||RAB27A|9766|RAB27A|RAB27A, member RAS oncogene family|15q21.3|NM_004580|NP_004571|P51159|5873|ENSG00000069974)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(939|catalytic_receptor),"receptor(catalytic_receptor|939|Nitric oxide (NO)-sensitive (soluble) guanylyl cyclase|1287|Guanylyl cyclase, &alpha;1&beta;1|1288|1290|Guanylyl cyclase &alpha;1 subunit|Guanylyl cyclase &beta;1 subunit||GC-1|NOGCR &alpha;1&beta;1|sGC|Soluble guanylyl cyclase|||||||||)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(940|catalytic_receptor),receptor(catalytic_receptor|940|RIG-I-like receptor family|2920|DExD/H-box helicase 58||||RIG-1|DEAD/H box helicase 58|DDX58|Ddx58|DEXD/H-box helicase 58|DEAD (Asp-Glu-Ala-Asp) box polypeptide 58|retinoic acid inducible gene I|RNA helicase RIG-I|19102|RIGI|RNA sensor RIG-I|9p21.1|NM_014314|NP_055129|O95786|23586|ENSG00000107201),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(942|other_protein),receptor(other_protein|942|Absent in melanoma (AIM)-like receptors (ALRs)|2923|absent in melanoma 2||||AIM2|interferon-inducible protein AIM2|PYHIN4|357|AIM2|absent in melanoma 2|1q23.1-q23.2|NM_004833|NP_004824|O14862|9447|ENSG00000163568),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(944|enzyme),"receptor(enzyme|944|2-Acylglycerol ester turnover|1396|diacylglycerol lipase &alpha;||||DAGL&alpha;|diacylglycerol lipase|diacylglycerol lipase, alpha|FMP30|Neural stem cell-derived dendrite regulator|1165|DAGLA|diacylglycerol lipase alpha|11q12.2|NM_006133|NP_006124|Q9Y4D2|747|ENSG00000134780)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(945|other_protein),"receptor(other_protein|945|C-type lectin-like receptors (CLRs)|2931|C-type lectin domain family 4 member A||||DCIR|CD367|CLECSF6|C-type (calcium dependent, carbohydrate-recognition domain) lectin, superfamily member 6|Dendritic cell (DC) immunoreceptor (IR)|C-type lectin domain family 4, member A3|C-type lectin domain family 4, member a2|C-type lectin domain family 4|13257|CLEC4A|C-type lectin domain family 4 member A|12p13.31|NM_016184|NP_057268|Q9UMR7|50856|ENSG00000111729)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(946|catalytic_receptor),"receptor(catalytic_receptor|946|Fc epsilon receptors|2933|Fc fragment of IgE receptor Ia||||FC&epsilon;R1&alpha;|Fc receptor, IgE, high affinity I, alpha polypeptide|Fc receptor|3609|FCER1A|Fc epsilon receptor Ia|1q23.2|NM_002001|NP_001992|P12319|2205|ENSG00000179639)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(948|enzyme),"receptor(enzyme|948|Sugar phosphatases|2937|6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3||||PFKFB3|6-phosphofructo-2-kinase/fructose-2|iPFK-2|PFK2|8874|PFKFB3|6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3|10p15.1|NM_004566|NP_004557|Q16875|5209|ENSG00000170525)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(949|other_protein),receptor(other_protein|949|Other immune checkpoint proteins|2786|CD22||||SIGLEC2|B-lymphocyte cell adhesion molecule|sialic acid binding Ig-like lectin 2|SIGLEC-2|1643|CD22|CD22 molecule|19q13.12|NM_001771||P20273|933|ENSG00000012124),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(953|catalytic_receptor),"receptor(catalytic_receptor|953|Immune checkpoint catalytic receptors|1874|CD40|||TNFRSF5||CD40 molecule, TNF receptor superfamily member 5|TNFRSF5|11919|CD40|CD40 molecule|20q13.12|||P25942|958|ENSG00000101017)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(966|other_protein),receptor(other_protein|966|Butyrophilin and butyrophilin-like proteins|2944|butyrophilin like 3|||||BTN9.1|1143|BTNL3|butyrophilin like 3|5q35.3|NM_197975|NP_932079|Q6UXE8|10917|ENSG00000168903),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(967|other_ic),"receptor(other_ic|967|Piezo channels|2945|Piezo1|||||piezo type mechanosensitive ion channel component 1|FAM38A|family with sequence similarity 38, member A|DHS|Mib|LMPH3|28993|PIEZO1|piezo type mechanosensitive ion channel component 1 (Er blood group)|16q24.3|NM_001142864|NP_001136336|Q92508|9780|ENSG00000103335)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(971|other_protein),receptor(other_protein|971|Aryl hydrocarbon receptor|2951|Aryl hydrocarbon receptor||||||348|AHR|aryl hydrocarbon receptor|7p21.1|NM_001621|NP_001612|P35869|196|ENSG00000106546),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(973|other_protein),"receptor(other_protein|973|BTB (POZ) domain containing TFs|2957|BCL6 transcription repressor|||||BCL6|BCL6, transcription repressor|B-cell CLL/lymphoma 6|B cell CLL/lymphoma 6|LAZ3|ZBTB27|zinc finger protein 51|ZNF51|1001|BCL6|BCL6 transcription repressor|3q27.3|NM_001130845|NP_001124317|P41182|604|ENSG00000113916)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(974|other_protein),receptor(other_protein|974|Forkhead box TFs|2958|forkhead box N1|||||FKHL20|RONU|WHN|winged-helix nude|12765|FOXN1|forkhead box N1|17q11.2|NM_003593|NP_003584|O15353|8456|ENSG00000109101),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(975|gpcr),"receptor(gpcr|975|Opsin receptors|2961|OPN1LW|||||psin 1 (cone pigments), medium-wave-sensitive (color blindness, deutan)|opsin 1 (cone pigments)|opsin 1 (cone pigments), medium-wave-sensitive (color blindness, deutan)|9936|OPN1LW|opsin 1, long wave sensitive|Xq28|NM_020061|NP_064445|P04000|5956|ENSG00000102076)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(977|other_ic),receptor(other_ic|977|Orai channels|2964|Orai1||||||25896|ORAI1|ORAI calcium release-activated calcium modulator 1|12q24.31|NM_032790|NP_116179|Q96D31|84876|ENSG00000276045),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(979|enzyme),receptor(enzyme|979|2.3.2.27 RING-type E3 ubiquitin transferase|2967|tripartite motif containing 21|||||RNF81|RO52|Ro/SSA|Sjogren syndrome antigen A1|SSA1|11312|TRIM21|tripartite motif containing 21|11p15.4|NM_003141|NP_003132|P19474|6737|ENSG00000132109),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(980|enzyme),"receptor(enzyme|980|Protein tyrosine phosphatases non-receptor type (PTPN)|2976|protein tyrosine phosphatase non-receptor type 1||||PTP1B|protein tyrosine phosphatase|protein tyrosine phosphatase, non-receptor type 1|PTP1B|9642|PTPN1|protein tyrosine phosphatase non-receptor type 1|20q13.13|NM_002827|NP_002818|P18031|5770|ENSG00000196396)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(981|enzyme),"receptor(enzyme|981|Chitinases|2982|chitinase acidic||||AMCase|chitinase, acidic 1|chitinase, acidic|chitinase|CHIT2|17432|CHIA|chitinase acidic|1p13.2|NM_201653|NP_970615|Q9BZP6|27159|ENSG00000134216)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(984|other_protein),receptor(other_protein|984|Immunoglobulin like domain containing proteins|2843|advanced glycosylation end-product specific receptor||||RAGE|advanced glycosylation end product-specific receptor|320|AGER|advanced glycosylation end-product specific receptor|6p21.32|NM_001136|NP_001127|Q15109|177|ENSG00000204305),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(985|other_protein),"receptor(other_protein|985|Immunoglobulin C1-set domain-containing proteins|2985|Fc fragment of IgG receptor and transporter||||FcRn|Fc receptor, IgG, alpha chain transporter|Fc receptor|Fc fragment of IgG, receptor, transporter, alpha|heavy chain of the major histocompatibility complex class I-like Fc receptor|IgG receptor FcRn large subunit p51|neonatal Fc receptor|3621|FCGRT|Fc gamma receptor and transporter|19q13.33|NM_004107|NP_004098|P55899|2217|ENSG00000104870)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(986|other_protein),receptor(other_protein|986|Chitinase-like proteins|2987|chitinase 3 like 1|||||Chil1|chitinase-like 1|cartilage glycoprotein-39|cGP-39|GP-39|GP39|YKL40|Ym-1|1932|CHI3L1|chitinase 3 like 1|1q32.1|NM_001276|NP_001267|P36222|1116|ENSG00000133048),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(987|other_protein),receptor(other_protein|987|Immunoglobulin C2-set domain-containing proteins|2988|melanoma cell adhesion molecule|||CD146||CD146|Gicerin|MUC18|6934|MCAM|melanoma cell adhesion molecule|11q23.3|NM_006500|NP_006491|P43121|4162|ENSG00000076706),"","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
partOf(988|enzyme),"receptor(enzyme|988|UDP glucuronosyltransferases (UGT)|2990|UDP glucuronosyltransferase family 1 member A1|||||UDP glucuronosyltransferase 1 family, polypeptide A1|UDP glucuronosyltransferase 1 family|12530|UGT1A1|UDP glucuronosyltransferase family 1 member A1|2q37.1||NP_000454|P22309|54658|ENSG00000241635)","","partOf(FamilyId,TypeId) :- receptor(TypeId,FamilyId,_1_2,_1_3,_1_4,_1_5,_1_6,_1_7,_1_8,_1_9,_1_10,_1_11,_1_12,_1_13,_1_14,_1_15,_1_16,_1_17,_1_18)."
